"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0008645","hexose transmembrane transport",89,0.41078167171787,1.59598800064361,0.00248147300686016,0.0233237826694694,0.0183334125640877,2145,"tags=33%, list=16%, signal=27%","16337/216190/104215/15277/232430/26457/13617/12266/228775/18024/20525/237542/66277/18751/230784/64930/13603/20527/12488/53881/20913/23921/56017/17869/74011/26569/19342/384783/83429"
"GO:1904659","D-glucose transmembrane transport",89,0.41078167171787,1.59598800064361,0.00248147300686016,0.0233237826694694,0.0183334125640877,2145,"tags=33%, list=16%, signal=27%","16337/216190/104215/15277/232430/26457/13617/12266/228775/18024/20525/237542/66277/18751/230784/64930/13603/20527/12488/53881/20913/23921/56017/17869/74011/26569/19342/384783/83429"
"GO:1903409","reactive oxygen species biosynthetic process",53,0.483713102746495,1.68123531822168,0.00249975389128819,0.0234468617064604,0.0184301575387397,3075,"tags=47%, list=24%, signal=36%","21898/74096/14360/16889/15251/93734/16819/99439/73389/18711/20656/53881/12633/20848/70556/12725/83429/11430/208727/11622/13058/56484/11689/108155/93759"
"GO:0030261","chromosome condensation",30,-0.594139609856654,-1.74198183817974,0.00255112585435749,0.0238791718168742,0.0187699703264921,3032,"tags=50%, list=23%, signal=38%","56215/54392/14211/15078/21973/76044/108907/78658/268697/215387/67849/12534/68298/52683/76854"
"GO:1902993","positive regulation of amyloid precursor protein catabolic process",23,0.622835162826634,1.84254558537107,0.00259970023373583,0.0242835635469415,0.0190878381667946,3163,"tags=48%, list=24%, signal=36%","56705/11305/11816/27373/19878/13838/212167/12759/15979/20683/19697"
"GO:0006487","protein N-linked glycosylation",60,0.457866898019627,1.63890649135777,0.00260888622883539,0.0243191229702367,0.0191157892751997,3337,"tags=42%, list=26%, signal=31%","52014/56737/67547/207958/320011/67075/208211/20440/12499/103963/17309/80286/68292/223774/107895/66248/66059/57357/13480/328370/13478/217664/20442/20014/218271"
"GO:0097237","cellular response to toxic substance",86,0.415928464108569,1.61133337404773,0.00267718167985203,0.0248890488173988,0.0195637734566266,2432,"tags=37%, list=19%, signal=30%","12870/268345/67547/64292/18671/11816/20201/15439/14857/18024/211666/18712/14778/76650/277250/19225/12359/230784/68214/17252/20656/13885/50493/60599/14528/18127/71361/54683/77974/11622/18104/11977"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle",96,-0.431056462936486,-1.57299453181259,0.00268103666756762,0.0248890488173988,0.0195637734566266,2942,"tags=43%, list=23%, signal=33%","12144/30963/12545/12575/269582/12189/12649/17535/12021/381921/76843/19363/381293/77011/60364/68251/235559/18392/72400/17193/114714/67153/23834/66993/18817/268930/229543/28010/268697/20877/68964/16906/12532/12530/12443/12534/56371/12531/20133/12566/26427"
"GO:0045911","positive regulation of DNA recombination",63,-0.490299855130328,-1.68195128847037,0.00270357118573052,0.0250468142022289,0.01968778326796,1347,"tags=24%, list=10%, signal=21%","19362/20174/66362/18861/56397/27401/17350/15469/11545/56456/21803/233908/56505/11461/72544"
"GO:0007131","reciprocal meiotic recombination",35,-0.562706544438939,-1.73143721171471,0.00275140897940583,0.0252314807218941,0.0198329384316731,2599,"tags=51%, list=20%, signal=41%","21973/623474/71711/76915/237911/235559/19366/234396/114714/268465/19362/74377/211651/69716/214901/19183/19361/17350"
"GO:0140527","reciprocal homologous recombination",35,-0.562706544438939,-1.73143721171471,0.00275140897940583,0.0252314807218941,0.0198329384316731,2599,"tags=51%, list=20%, signal=41%","21973/623474/71711/76915/237911/235559/19366/234396/114714/268465/19362/74377/211651/69716/214901/19183/19361/17350"
"GO:1902652","secondary alcohol metabolic process",123,0.373847625693383,1.52847680957652,0.00275138952542062,0.0252314807218941,0.0198329384316731,2310,"tags=33%, list=18%, signal=28%","15490/12642/16971/22359/16889/101502/244373/20775/66234/72999/11305/11816/18166/18145/16973/14263/80290/171504/14182/16987/11804/237636/73166/12359/20280/67800/231070/11303/26889/20208/192156/14137/68054/16835/67963/13123/69863/18023/13115/235623/270669"
"GO:1903311","regulation of mRNA metabolic process",255,-0.356745108864123,-1.47275474431057,0.00273871462903247,0.0252314807218941,0.0198329384316731,1738,"tags=21%, list=13%, signal=19%","51796/20637/77134/67493/18772/17149/110809/19656/54196/12729/229709/70248/74255/93686/19205/17454/268697/223870/192170/224903/236732/22033/105859/232791/230908/225027/20218/433702/26383/60365/20462/20220/20383/59092/19655/70465/15568/15381/22668/108014/17350/67959/27374/14904/15387/22608/50912/21379/11991/71973/15384/233908/20382/15388"
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",249,0.310998659072328,1.3857984695942,0.00275040812408721,0.0252314807218941,0.0198329384316731,1891,"tags=24%, list=14%, signal=21%","108686/13179/16337/21812/20356/14360/52065/18595/16600/57257/71785/17537/22339/100504663/18214/20315/69601/16193/13649/18438/14268/12487/16452/12795/22340/17772/22436/232975/16948/14389/75778/23886/21939/18590/16001/237542/14182/13198/20720/83433/12359/230784/17392/70527/72179/104943/12488/14083/216805/22433/56637/14462/14158/20304/68054/67154/78757/56745/14725/20848"
"GO:0033119","negative regulation of RNA splicing",28,-0.619424183097887,-1.78325274285596,0.00276072081079329,0.0252656250720576,0.0198597772368168,1543,"tags=32%, list=12%, signal=28%","19656/19205/236732/225027/11652/20220/59092/108014/15387"
"GO:0014821","phasic smooth muscle contraction",15,0.695865278674014,1.85733322938042,0.00276803728060301,0.0252814071628408,0.019872182582277,703,"tags=40%, list=5%, signal=38%","228139/14573/21386/19219/16531/18166"
"GO:0051770","positive regulation of nitric-oxide synthase biosynthetic process",17,0.672917425996545,1.87720136169198,0.00280494444434438,0.0255668424050019,0.0200965459340124,689,"tags=47%, list=5%, signal=45%","21898/59027/77125/12877/24088/20296/16452/16453"
"GO:0006814","sodium ion transport",139,0.357893933086384,1.4806533737581,0.00283277182426698,0.0257685340392576,0.0202550835088962,2092,"tags=28%, list=16%, signal=24%","67760/94178/75785/20515/83814/18438/545622/12892/14664/18439/13617/108737/54338/232975/14825/252972/18795/236727/20720/229706/75750/20276/226999/68667/11419/30805/53881/236794/234595/102857/59033/105727/16150/94249/77031/18125/246198/18127/83997"
"GO:0042060","wound healing",299,0.306354264601616,1.39533284639118,0.0028385617686121,0.0257693529234846,0.0202557271841777,1711,"tags=24%, list=13%, signal=21%","14042/67064/21898/59048/11774/229521/235627/18595/17101/21682/16175/14827/18754/16456/235505/22339/22371/192236/18214/16644/19219/16193/15251/12628/14268/18129/231532/100503895/11816/16194/26401/20296/99439/18024/64817/16452/385643/22340/74145/12361/76959/72736/21824/11605/18590/71853/73379/20720/232906/16419/14728/13518/20479/14068/15368/14369/224794/12304/12496/67166/68942/18457/12614/56193/14083/16440/22433/16416/19124/14726/12633"
"GO:0000381","regulation of alternative mRNA splicing, via spliceosome",50,-0.509614149810985,-1.6798832712144,0.00284747048002874,0.0257984249302804,0.0202785789274908,1603,"tags=30%, list=12%, signal=26%","17149/19656/74255/93686/19205/192170/20218/60365/20462/20220/19655/67959/71973/20382/15388"
"GO:0072528","pyrimidine-containing compound biosynthetic process",33,-0.58159487431568,-1.76432718549826,0.00287718633657025,0.0259635916719244,0.0204084064970295,2546,"tags=33%, list=19%, signal=27%","22245/69719/13178/22247/18103/21877/20425/110074/21915/18102/22171"
"GO:0007015","actin filament organization",375,-0.331348005473461,-1.40328483542292,0.00287676894952575,0.0259635916719244,0.0204084064970295,2701,"tags=31%, list=21%, signal=25%","23790/20741/23912/12704/231830/229474/66938/56753/56443/237436/330319/67252/677884/72114/13043/230101/14457/20739/56226/74392/12808/15901/19736/268709/58804/17921/71774/74117/56716/17127/11459/76441/67968/16332/108897/76884/21916/21956/71602/56378/268970/21754/19200/11464/19241/404710/11472/18709/19240/18479/22411/22417/215114/22004/19353/12391/104445/56320/11465/242687/20401/76709/30794/235041/23999/12927/234857/108100/109711/22003/17357/60595/71994/50768/225288/21809/17913/17886/12797/227753/27361/217125/234686/16765/109689/20807/19720/29816/101497/22240/70420/93689/67771/20194/229320/12331/83767/72042/22323/12333/59069/80837/192176/12798/235431/18645/326618/22388/20312/12631/14086/56431/18643/67803/68089"
"GO:0043410","positive regulation of MAPK cascade",355,0.288997716689939,1.33321539063061,0.00292061831590045,0.0263030187374221,0.020675209550178,1606,"tags=20%, list=12%, signal=18%","24017/16337/12421/21898/19877/11491/11502/52065/18595/16175/71785/16971/18754/22339/68235/20302/12778/18214/20315/69601/171285/16193/14366/17311/13649/24088/13197/18129/11816/16194/26401/18439/13617/12266/16452/22340/22436/22034/13132/18105/19766/23886/21939/242202/18590/16476/16001/11352/230738/18795/19878/14182/26395/24136/228355/211652/83433/93695/19156/14369/330177/27403/59009/12768/14178/18584/20698/70834/13838/17319/117149"
"GO:0006401","RNA catabolic process",248,-0.356675358265734,-1.47082653789032,0.00293971576127527,0.0263764467937526,0.0207329268968693,2863,"tags=32%, list=22%, signal=25%","380773/103677/230753/67031/234699/666794/74326/240023/72308/83703/76850/619605/327762/56460/380601/19704/211948/11792/109075/353190/28114/192160/72662/69724/50911/22030/387609/78893/13434/66094/77134/67493/21754/18772/17149/110809/68092/77305/269037/245474/227715/234374/19205/67153/17454/69639/66362/223870/192170/236732/22033/66373/105859/232791/230908/433702/26383/60365/59092/229512/15568/15381/338359/14156/17350/105083/68209/14904/22608/50912/21379/11991/67724/15384/233908/50783/78651/27756/72544"
"GO:0031929","TOR signaling",154,0.343826470578582,1.45118526414489,0.00294043998762471,0.0263764467937526,0.0207329268968693,3340,"tags=38%, list=26%, signal=28%","108686/70713/52187/329679/16889/224826/11987/15251/237782/230709/17772/216742/18145/56480/13853/18712/83924/83433/328572/14068/230784/54170/64930/73158/225131/11836/268933/66397/216805/22433/56637/14462/13685/78757/237898/271981/83429/230676/18099/268706/252870/14066/72175/17165/105787/319481/20111/108155/56032/74374/72124/70510/93759/67245/18706/11920/74747/56717"
"GO:0030301","cholesterol transport",80,0.42479334977554,1.62183288021,0.00296659927892827,0.0265584066139301,0.0208759544880914,2441,"tags=36%, list=19%, signal=30%","321007/214585/52014/27404/16971/16889/11305/11816/18830/18145/22259/83433/237636/20479/27403/67166/20280/217258/170460/11303/20288/16835/77371/76205/67963/22260/69863/245944/15450"
"GO:0019432","triglyceride biosynthetic process",34,0.538724370055647,1.73218753575414,0.00302691846511984,0.0269701075579,0.0211995676586387,3166,"tags=47%, list=24%, signal=36%","226856/72098/26457/12266/72736/22259/74551/67800/14081/16835/22260/14245/93759/13350/50790/16956"
"GO:0045010","actin nucleation",42,-0.525976167934813,-1.67976819622989,0.00303048322039664,0.0269701075579,0.0211995676586387,1178,"tags=36%, list=9%, signal=33%","56443/330319/74117/56378/242687/76709/234857/227753/19720/29816/70420/93689/67771/83767/68089"
"GO:0045739","positive regulation of DNA repair",120,-0.405451359476951,-1.52387089619095,0.00302750714769701,0.0269701075579,0.0211995676586387,1375,"tags=20%, list=11%, signal=18%","93765/19362/20174/66993/320209/18538/14235/51812/22594/234857/15289/21849/56397/27401/20586/14194/15469/11545/56456/12055/19708/233908/56505/11461"
"GO:1905168","positive regulation of double-strand break repair via homologous recombination",40,-0.541566687613545,-1.70655846765069,0.00303991463482972,0.0270008920708549,0.0212237654992972,1347,"tags=25%, list=10%, signal=22%","19362/20174/56397/27401/15469/11545/56456/233908/56505/11461"
"GO:0009791","post-embryonic development",98,0.39428446111825,1.55867057059516,0.00306294469027919,0.0271521038132396,0.0213426238893344,2379,"tags=30%, list=18%, signal=24%","21812/16600/28146/20348/22339/12142/22589/71371/16004/17257/14385/107503/16452/54427/214133/99929/11352/16348/20397/414758/20656/14462/67163/77446/230676/227331/245944/11622/54711"
"GO:0032370","positive regulation of lipid transport",66,0.437682543664565,1.60557112839067,0.00308681861154503,0.0273101897119278,0.0214668856371944,2077,"tags=36%, list=16%, signal=31%","16175/27404/16971/53322/64292/11816/18830/18439/13132/108138/22259/83433/27403/20280/14081/20750/217258/11303/17319/56745/53357/18783/12918/22260"
"GO:0046034","ATP metabolic process",186,-0.374846624799262,-1.50356598686367,0.00310881172583803,0.0274510504150659,0.0215776077023627,2806,"tags=39%, list=21%, signal=31%","50799/94044/66495/17885/66592/140781/67273/17883/98496/433766/19082/18639/18642/68194/227731/227659/12257/60530/56716/16000/68197/225913/12183/243853/66377/269523/56012/14555/108099/17928/407785/70316/68202/66925/69875/17995/110119/11637/18293/66046/226646/11636/68349/13808/68375/225887/11931/17993/67264/66218/56248/66108/227197/104130/67184/68342/66945/12833/22228/109674/66414/67680/66052/11545/78830/66916/230075/21803/18747/72900/66091/68198"
"GO:0016073","snRNA metabolic process",49,-0.520621396752595,-1.70534071146468,0.00312676967712969,0.0275558006048798,0.0216599454806399,2324,"tags=39%, list=18%, signal=32%","28036/17927/109075/50911/70044/210925/67493/245474/227715/69639/229543/66362/101861/52530/26383/77065/50912/109077/72544"
"GO:0032309","icosanoid secretion",27,0.600075365994327,1.82978803168688,0.00317627696774828,0.0279338263311725,0.0219570886026702,3134,"tags=67%, list=24%, signal=51%","16175/64292/18126/18439/67452/19225/239273/17319/53357/18783/12062/26420/66350/69836/18779/26970/18442/50790"
"GO:0002724","regulation of T cell cytokine production",23,0.615425535985249,1.82062553968213,0.00318202180060913,0.0279338263311725,0.0219570886026702,2386,"tags=52%, list=18%, signal=43%","13136/12010/16193/22034/14728/68667/16177/14462/11846/18762/214855/240354"
"GO:0015849","organic acid transport",223,0.32590294159252,1.4243082935413,0.00319696269317329,0.0280105975500706,0.0220174338069217,3134,"tags=40%, list=24%, signal=31%","17920/67760/72472/16175/224814/235504/11987/64292/18126/20539/54393/18671/11816/14664/26457/18439/54338/20501/215335/232975/20525/15551/224022/13853/100561/27416/229706/75750/67452/19225/19300/12424/17254/108115/19156/94282/14081/239273/52466/234595/11520/17319/102857/105727/231549/26889/108116/17869/214663/319352/14725/12752/11846/54140/26569/53357/18783/11770/12062/384783/20514/83429/268512/18023/26420/213498/245944/268706/19735/117160/16526/18015/66350/18173/80879/69836/246049/244595/55963/18779/226407/26970/214601/237831/14815/11988/18442/20503/12738/50790"
"GO:0034250","positive regulation of amide metabolic process",28,0.584169320796433,1.79061599367705,0.00321834625038777,0.0281383569107113,0.0221178577004531,3163,"tags=54%, list=24%, signal=41%","13666/11305/11816/18024/27373/19878/13838/212167/53357/12759/15979/64384/20683/21937/19697"
"GO:1904358","positive regulation of telomere maintenance via telomere lengthening",38,-0.557258049672011,-1.72967446250782,0.0032302161549788,0.0281383569107113,0.0221178577004531,1451,"tags=34%, list=11%, signal=31%","245474/20877/12464/12468/269400/56351/18005/12465/12469/12466/11991/12462/21454"
"GO:0032868","response to insulin",242,0.307008394754722,1.37062348341873,0.00322887861079698,0.0281383569107113,0.0221178577004531,3384,"tags=40%, list=26%, signal=30%","16337/216190/104215/12877/53322/72999/19255/20296/26457/13033/11535/83946/20663/228775/320528/83431/20525/213053/16001/67972/74551/15925/18795/237542/66277/26395/231207/18751/12359/12952/74142/230784/12702/12953/64930/117150/12488/231070/22433/56637/13685/14158/20913/23921/14718/68054/56017/17918/72674/18607/209039/26569/70556/18762/54601/384783/21906/12097/18708/19262/13115/235623/11789/14245/67856/14629/14590/19267/13038/14234/19062/18759/14870/105787/56278/20845/108155/18519/20416/17978/20683/56041/20662/93759/19697/16956/18706/12095/22724/74143/19016/20912/56717/102193/69178/18746"
