"feature","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"Cfl1",28217.524870991,-0.160852079594291,0.0501149209596309,0.000180744179007392,0.00875931797840189,FALSE,"ns"
"Cfl2",12789.982529166,0.0178620131782005,0.070431978628816,0.728483977169397,0.848151474750945,FALSE,"ns"
"Cflar",3061.66367841048,0.13534198061256,0.103141478080846,0.0452218959787219,0.15737214305011,FALSE,"ns"
"Cfp",96.6523053037427,0.0609034922195865,0.102377067773768,0.260667804371416,0.465968132367826,FALSE,"ns"
"Cggbp1",4168.46013823968,0.0297750575260913,0.0690171856640321,0.573865942248073,0.741333028054851,FALSE,"ns"
"Cgn",20.5737329885139,-0.0986157699783454,0.184198467139305,0.00296379638281662,0.0337337657738641,FALSE,"ns"
"Cgnl1",2276.13142318607,0.115999192796323,0.0843652018366058,0.0488860610660742,0.164695280754976,FALSE,"ns"
"Cgref1",552.961321469326,-0.197819246002662,0.103672968345018,0.00817709894755517,0.0584294939511408,FALSE,"ns"
"Cgrrf1",1124.73593762624,0.016032652180947,0.05889994260713,0.743214425450253,0.858290254227912,FALSE,"ns"
"Ch25h",118.254583606679,0.694421581929005,0.317018007295808,0.000948082868426393,0.019008046744353,FALSE,"ns"
"Chac1",1237.82480494277,0.0445887077102298,0.118522055038263,0.00670878882866849,0.0522944571137628,FALSE,"ns"
"Chac2",253.140631620723,0.07910322750137,0.0945156496733133,0.183671205730646,0.374075310584069,FALSE,"ns"
"Chadl",80.4607197215158,0.0748180219999274,0.120176006057636,0.150562955927455,0.330296382486328,FALSE,"ns"
"Chaf1a",1142.87491957617,-0.442391522650299,0.326427385876085,0.00465869448829072,0.0422439848758423,FALSE,"ns"
"Chaf1b",427.265467011565,-0.502388890996604,0.284817288779162,0.00254904066941649,0.0315311521296123,FALSE,"ns"
"Champ1",2062.68701389624,-0.0394349664060988,0.0551421265229123,0.430190952175234,0.627647019575127,FALSE,"ns"
"Chchd1",831.473220471637,-0.18204605153158,0.105878733980165,0.013403650660064,0.0767796712340583,FALSE,"ns"
"Chchd10",350.692780840858,0.0625865303940863,0.127122254766121,0.0623133440647855,0.191085137754962,FALSE,"ns"
"Chchd2",3914.09452140999,-0.078228272656352,0.118939958243633,0.132841735968813,0.305689863464912,FALSE,"ns"
"Chchd3",2720.03059416684,-0.0858449236765795,0.0404057684052971,0.0210479982167536,0.100235709826147,FALSE,"ns"
"Chchd4",829.483559666278,-0.0651632224116425,0.0718028613731522,0.23171913726939,0.431005961589155,FALSE,"ns"
"Chchd5",606.095418254367,0.0195060882015755,0.0713556527017355,0.723434900231014,0.845425883407224,FALSE,"ns"
"Chchd6",363.898787366033,-0.0547161423276791,0.0675222129468301,0.299045737930017,0.505685802906679,FALSE,"ns"
"Chchd7",357.286798965802,0.015861668909063,0.0709195901800075,0.763552824316772,0.871037465846661,FALSE,"ns"
"Chd1",1336.23544439068,0.0199095797444091,0.0907738696720632,0.635946484784822,0.787475958304077,FALSE,"ns"
"Chd1l",485.301347619832,-0.121173308036768,0.0859084880459294,0.0519682775580396,0.170907463090297,FALSE,"ns"
"Chd2",1818.84673235184,0.097391400603232,0.121298458314684,0.122184747767928,0.29018047685801,FALSE,"ns"
"Chd3",10090.5645537148,-0.0532320656219692,0.0799283803626739,0.336197843360437,0.541551120656271,FALSE,"ns"
"Chd3os",138.610106897515,0.066665861405481,0.106085180703036,0.223525896563813,0.422315786130362,FALSE,"ns"
"Chd4",17484.2624985685,-0.0988234678768942,0.0608668990005792,0.0562709054203232,0.179214017942987,FALSE,"ns"
"Chd5",25.9155380397278,0.0622632001843806,0.130822984331627,0.0161902427738368,0.0858416753944798,FALSE,"ns"
"Chd6",1783.91812807493,0.0717197070793787,0.101221911183785,0.229321142626592,0.4286636099482,FALSE,"ns"
"Chd7",798.207380998224,0.0340941716313783,0.0827736730749713,0.510081169790962,0.693291624162859,FALSE,"ns"
"Chd8",3731.62565334779,0.0456266385746164,0.0635208562899082,0.374991469250135,0.577389683835778,FALSE,"ns"
"Chd9",1597.27579714594,0.00291083638428954,0.0911155341533884,0.950386674973355,0.976680780801836,FALSE,"ns"
"Chdh",15.480360995372,0.0715633837273632,0.133209688038676,0.0648000211855129,0.195773704558628,FALSE,"ns"
"Chek1",249.426927705015,-0.059090233760382,0.122216150541145,0.0969694298969474,0.251924542264469,FALSE,"ns"
"Chek2",408.013657464991,-0.0147123069773349,0.0878449230365526,0.767257003322002,0.873211859001657,FALSE,"ns"
"Cherp",2764.8266342843,-0.100243793310572,0.0369387831666951,0.00395554877142803,0.0392323415211531,FALSE,"ns"
"Chfr",1724.28158052654,-0.0163978246338459,0.0528864488402494,0.717759236099579,0.841643632958118,FALSE,"ns"
"Chic1",134.739948976854,0.0621907821785659,0.109080756132316,0.225223888898063,0.424356956300583,FALSE,"ns"
"Chic2",1365.62205671912,0.0924784441545737,0.0671502770906892,0.0910907023620772,0.24168167101659,FALSE,"ns"
"Chid1",1814.28680378466,0.0196071094811674,0.0566121029658154,0.680430767738101,0.816865796244459,FALSE,"ns"
"Chil1",74.0859127501604,-0.0767369457307146,0.144287462839762,0.0208698019162053,0.099833944810392,FALSE,"ns"
"Chit1",10.673187273801,-0.0536877051691521,0.121452079962855,0.0617093716682383,NA,FALSE,NA
"Chka",921.927499735362,0.227935871110654,0.1053448023409,0.00370361049974625,0.0379023468090644,FALSE,"ns"
"Chm",501.190320424518,0.0594079228572443,0.107986450213594,0.244294365417621,0.446375100244683,FALSE,"ns"
"Chml",361.425759107837,0.195391059900624,0.184262905149649,0.023646721998972,0.107322886414164,FALSE,"ns"
"Chmp1a",3430.39893737037,0.00950219848498694,0.051901773373536,0.84540150160555,0.921285280007644,FALSE,"ns"
"Chmp1b",1507.56328363739,0.388147647224695,0.121630000064997,9.64809873384303e-05,0.00684422897795265,FALSE,"ns"
"Chmp2a",2435.72436145564,-0.054661755632214,0.0631793981214266,0.289908949954329,0.496121920099342,FALSE,"ns"
"Chmp2b",2473.39170104058,0.129409211332934,0.0729998741944054,0.0276851508101545,0.117957045649325,FALSE,"ns"
"Chmp3",4957.12831812542,0.0465922076213694,0.060304652559453,0.349497848428075,0.55304904579389,FALSE,"ns"
"Chmp4b",6645.04425799152,0.0555584745756956,0.089497669653665,0.346630865950275,0.550511617531493,FALSE,"ns"
"Chmp4c",47.8877546348564,0.0478055960308624,0.101837323769663,0.327303517293029,0.532609750831402,FALSE,"ns"
"Chmp5",4643.01074937481,0.0824489131476566,0.0333552499122172,0.00894767410694526,0.0611430902718662,FALSE,"ns"
"Chmp6",1540.72252602523,-0.0731650212400386,0.0620555918534934,0.149135978623527,0.328585158726275,FALSE,"ns"
"Chmp7",2641.30720032979,0.0339967178617895,0.0550934154484075,0.473442069247625,0.66443031274482,FALSE,"ns"
"Chn1",916.718934804743,-0.0217343035330087,0.094205266386738,0.62968530690973,0.782359552571102,FALSE,"ns"
"Chn1os3",16.9594217081144,0.0188969898578615,0.103765922451127,0.480253094824322,0.670115843283656,FALSE,"ns"
"Chn2",290.841327313473,-0.0294871689478733,0.0657833949759257,0.57971606974539,0.7457311004122,FALSE,"ns"
"Chordc1",2351.18136149169,0.0209672132063497,0.0859390426902704,0.696254330782093,0.82685325470653,FALSE,"ns"
"Chp1",5204.8677128396,0.0624155467521713,0.0916877435886019,0.270386121672505,0.476455157555421,FALSE,"ns"
"Chpf",2786.61951231501,-0.0798519458021,0.0456980233238131,0.0522191995138893,0.171237251800604,FALSE,"ns"
"Chpf2",4178.62554327038,0.0432715729852527,0.085088352889947,0.409396215122513,0.608479162625979,FALSE,"ns"
"Chpt1",1320.24991139616,0.00587151377097656,0.0712732737391555,0.913080328894531,0.957049114334481,FALSE,"ns"
"Chrac1",1144.1482630422,0.0144747185020107,0.0775070321519155,0.677177293861832,0.814376655701765,FALSE,"ns"
"Chrd",696.42740666241,-0.0440603074044838,0.0652692739701653,0.396181034158053,0.596683404534849,FALSE,"ns"
"Chrdl1",7424.41518974773,-0.0422989786508243,0.107286912239246,0.285196057168106,0.491327118852741,FALSE,"ns"
"Chrm4",87.5938533030953,-0.0161202385250195,0.103361871435364,0.53557336114074,0.712793129443502,FALSE,"ns"
"Chrna1",30690.4874566055,-0.0234369644694099,0.0895811914153605,0.632813250154277,0.785247726958598,FALSE,"ns"
"Chrnb1",3493.45489089037,-0.00876871070816234,0.0833166139594303,0.8089518298064,0.898761649715875,FALSE,"ns"
"Chrnb2",34.570338286028,0.114561258246184,0.209540079075899,0.0103413741785253,0.0660212934393133,FALSE,"ns"
"Chrnd",4871.04020907686,0.0685989303557769,0.0935154395406223,0.255912000981712,0.459912028080073,FALSE,"ns"
"Chrne",9.98351271528,-0.0468800944799446,0.11643863051135,0.0955277081604799,NA,FALSE,NA
"Chrng",6958.85767163296,0.0193672412341841,0.0853325273079291,0.692863387260811,0.825217979268212,FALSE,"ns"
"Chst1",832.195356333573,-0.00323314644081159,0.0896295232085439,0.912500486675187,0.957049114334481,FALSE,"ns"
"Chst10",54.4379322845005,-0.0223151486526808,0.0940901533611671,0.620434125089522,0.775956910356144,FALSE,"ns"
"Chst11",2380.20960316721,-0.0118288102062386,0.0526677585910805,0.834292718289055,0.913868485667848,FALSE,"ns"
"Chst12",1657.57799723801,-0.00597767718030259,0.0602151369984668,0.902220965141837,0.952571500097143,FALSE,"ns"
"Chst13",67.7630859944987,-0.0429832156206492,0.113541168120655,0.136680454196579,0.310706330690974,FALSE,"ns"
"Chst14",1820.06126494386,0.0266117100108288,0.0791601953698021,0.732693835436621,0.851243167578928,FALSE,"ns"
"Chst15",2258.4403670862,0.256777827148322,0.134174751611754,0.00498755085073632,0.0438610105666362,FALSE,"ns"
"Chst2",1075.8933013034,-0.0701224273973648,0.12268519271754,0.134742011535388,0.308277308541617,FALSE,"ns"
"Chst3",813.600804793541,-0.085682084338475,0.140687460062734,0.0768331282206459,0.217682795425477,FALSE,"ns"
"Chst5",23.1649733152952,-0.0216047699051516,0.103528137478586,0.460680843301498,0.652809598764643,FALSE,"ns"
"Chst7",107.816134886486,-0.0161705755145447,0.0814612731753684,0.74797126831509,0.861431644281726,FALSE,"ns"
"Chsy1",3241.37962690295,-0.142251519469515,0.0860973466128166,0.0272150712451355,0.11687605820161,FALSE,"ns"
"Chsy3",22.5033037092368,-0.0501090805363249,0.112262058320479,0.206312105297995,0.401896348932894,FALSE,"ns"
"Chtf18",362.805604410507,-0.441715812492509,0.438965076044287,0.00646809296761637,0.0515314881941109,FALSE,"ns"
"Chtf8",4545.8623048658,-0.0182536827819895,0.0479496682142761,0.68137168367041,0.817695910331907,FALSE,"ns"
"Chtop",7319.80079842335,-0.120361560932624,0.0417822282888379,0.00163753885847292,0.0251286574641926,FALSE,"ns"
"Chuk",1626.51912137438,0.155036219453416,0.132430098212849,0.0384524395589968,0.143235337357263,FALSE,"ns"
"Churc1",577.477095172414,-0.0869434021840488,0.0874853459421612,0.145278391962441,0.322704023906275,FALSE,"ns"
"Ciao1",1579.16477288864,-0.0534869762536038,0.0547522828447315,0.25322657184574,0.456901996703089,FALSE,"ns"
"Ciapin1",3459.23095792485,-0.0807298742310166,0.0814796156075059,0.147096178863978,0.325468291809734,FALSE,"ns"
"Ciart",107.76253489178,0.613146192574601,0.331019762423554,0.00194533910012179,0.0275456655300183,FALSE,"ns"
"Cib1",966.374136401722,0.0154353501350579,0.0693121905881828,0.774564869767808,0.877516449624984,FALSE,"ns"
"Cib2",403.133272948293,-0.14935334674319,0.0838565735931132,0.0188988176264061,0.0940065617289215,FALSE,"ns"
"Cic",3072.0831868865,0.0706558751124635,0.0715737351161306,0.217084918855414,0.416325501832994,FALSE,"ns"
"Cideb",8.81705859219964,-0.00307515378861357,0.102465758357666,0.886112195812646,NA,FALSE,NA
"Cilp",22265.2645186267,-0.0505907626374684,0.120354461976615,0.0459750202139875,0.158638017117317,FALSE,"ns"
"Cilp2",26.6860792258645,-0.870778571719358,0.531084633479162,0.00231908024388679,0.0304077801578436,FALSE,"ns"
"Cinp",1228.13429892943,-0.128902680811299,0.066288091150818,0.0181723263207996,0.0921049643286912,FALSE,"ns"
"Cipc",1751.37203792585,0.0191284684577366,0.0592529979720462,0.697052485194961,0.827365707972698,FALSE,"ns"
"Cir1",434.511691568666,0.0342153827464303,0.0879768401520366,0.493554102500761,0.680741742577717,FALSE,"ns"
"Cirbp",1904.98033958172,-0.0758186844734437,0.107769188943973,0.199397348504625,0.393130495640364,FALSE,"ns"
"Cirh1a",2047.45295716226,-0.130004396272471,0.073250481059707,0.0265436822413519,0.115363938789413,FALSE,"ns"
"Cisd1",1582.33998581217,-0.0369599488129774,0.0717058478404928,0.487041574423877,0.675522429577614,FALSE,"ns"
"Cisd2",1956.63672529383,0.109041024593008,0.062722050970102,0.0357410839384744,0.137028389649496,FALSE,"ns"
"Cisd3",527.997981811662,-0.0706490796817968,0.0622590506986519,0.165356969880722,0.35104142222762,FALSE,"ns"
"Cish",34.9112512954118,0.0352391685216321,0.105109625520383,0.34468272363808,0.549080290650286,FALSE,"ns"
"Cit",522.371473743037,-0.0585038789138685,0.120933358525687,0.107780370024433,0.268876752618029,FALSE,"ns"
"Cited2",6011.23883947873,0.34797333297559,0.143323439088244,0.00103309444048335,0.0200480771281439,FALSE,"ns"
"Ciz1",1928.67178311859,0.0803453514350968,0.0652641335832264,0.127610302370477,0.297621181907096,FALSE,"ns"
"Ckap2",1487.78490135161,-0.52150075485725,0.395999345376455,0.00443044737529867,0.0413172304302391,FALSE,"ns"
"Ckap2l",1678.58503071374,-0.0587559750267739,0.124188626138814,0.0618444629967683,0.190263866450874,FALSE,"ns"
"Ckap4",11945.5611063713,-0.237240840787462,0.0788213930242297,0.000256375416492694,0.00988704253250649,FALSE,"ns"
"Ckap5",3326.9617778477,-0.0153758380687967,0.097031334866061,0.691708203444858,0.824366293725593,FALSE,"ns"
"Ckb",3144.64174654111,-0.261462076924191,0.41290665245459,0.0129197291938413,0.075357424016747,FALSE,"ns"
"Cklf",145.030355403627,0.183019931599524,0.139776181697643,0.024054150528621,0.108413576381878,FALSE,"ns"
"Ckm",2368.69214739769,-0.564422477374654,0.317539949343581,0.00251128366148176,0.0313545781189374,FALSE,"ns"
"Ckmt2",21.6982546772505,-0.963342111723028,0.409185316214456,0.000619273081528067,0.0154370886786996,FALSE,"ns"
"Cks1b",1594.01626314662,-0.40415693928033,0.147996073387439,0.000368864954420632,0.0120312370208043,FALSE,"ns"
"Cks2",1151.48240920311,-0.598953022769453,0.22437553894783,0.000311042373600738,0.010866292026022,FALSE,"ns"
"Clasp1",4608.76076593989,0.0136639446738598,0.0554765430323035,0.775721791273751,0.878195832082664,FALSE,"ns"
"Clasp2",1503.66698929365,-0.0248572717102558,0.0726685300046384,0.644971783433225,0.793401822345102,FALSE,"ns"
"Clasrp",665.417026850223,0.021838935060833,0.0580375245858169,0.65296262157129,0.799033681198577,FALSE,"ns"
"Clca1",7.0606334911524,0.0181627054022211,0.105249957347978,0.37284241088954,NA,FALSE,NA
"Clca2",74.5211439380284,-0.071882859076859,0.1256307703733,0.119334945054224,0.286002522308716,FALSE,"ns"
"Clca3a1",12.0741986481405,-0.0074477633203896,0.10289978721971,0.742564487225785,0.85798846220285,FALSE,"ns"
"Clca3b",17.2699019449223,0.0584156079407312,0.125337368028496,0.0468569774980864,0.160498612579652,FALSE,"ns"
"Clcc1",1286.6746723375,0.0845433473662665,0.04799416432629,0.0474687618743441,0.161665040440623,FALSE,"ns"
"Clcf1",645.365526582663,-0.00139944709969547,0.0859766122852161,0.975482378606535,0.987227921294295,FALSE,"ns"
"Clcn1",11.2590212244521,-0.0178748502759507,0.103362824414129,0.509682197400734,NA,FALSE,NA
"Clcn2",272.936909865519,0.0363886360811243,0.0855276217650342,0.488686808547487,0.676627395319392,FALSE,"ns"
"Clcn3",1050.06061617669,0.124925096543377,0.117924063564629,0.0688460963412977,0.202765052836275,FALSE,"ns"
"Clcn4-2",2787.0794739441,0.254463054525545,0.073222389192284,6.76254297109288e-05,0.0064253959012297,FALSE,"ns"
"Clcn5",1528.93608449694,0.274610830954102,0.177759563803682,0.00776289914121936,0.0567755368397059,FALSE,"ns"
"Clcn6",880.063328524419,0.11177948333725,0.0996158362501141,0.0831207752330145,0.228199247247757,FALSE,"ns"
"Clcn7",2357.00354835136,0.261584650855796,0.15361298948027,0.00727353330472471,0.0546617370653627,FALSE,"ns"
"Clcnka",35.3829452926488,-0.0428530377932329,0.114634738693815,0.0974067102056285,0.252533088023674,FALSE,"ns"
"Clcnkb",9.93853310146075,0.0125880227538757,0.102883547048168,0.61166880080794,NA,FALSE,NA
"Cldn1",24.535439484215,0.0220501605163641,0.105540309028861,0.352460221001283,0.555463752135676,FALSE,"ns"
"Cldn12",1618.01351134964,0.00725360774843287,0.0713580799767512,0.88700180441521,0.944713480585836,FALSE,"ns"
"Cldn15",20.2974115647113,-0.055943207987729,0.117994718703108,0.140127305513915,0.315262393599597,FALSE,"ns"
"Cldn2",27.0154563998757,0.0520751603729084,0.11333226520116,0.196319883173794,0.390140392266564,FALSE,"ns"
"Cldn22",7.56575144079742,-0.00587670808585019,0.102471487285146,0.798023599923372,NA,FALSE,NA
"Cldn3",6.25267321342682,0.00635371411746815,0.103922407101737,0.710859009460238,NA,FALSE,NA
"Cldn34c1",15.3060137513407,-0.0030301548916872,0.101702401609645,0.904353128525179,0.953628532560133,FALSE,"ns"
"Cldnd1",3320.32165893531,0.115489955888115,0.100402531088557,0.072670943862298,0.209881369145914,FALSE,"ns"
"Clec11a",69.523579637232,-0.633810977648723,0.249443905844239,0.000434071357389576,0.0126948302882354,FALSE,"ns"
"Clec16a",2089.93799173667,0.0518197734342974,0.0425251549366018,0.180571400826195,0.370061301599418,FALSE,"ns"
"Clec2d",1529.52361401978,0.0675813307489134,0.10822387906437,0.220469608489439,0.419012402766885,FALSE,"ns"
"Clec2l",9.46029356000699,-0.0314107417948866,0.109401757381907,0.160436745799408,NA,FALSE,NA
"Clec3b",135.909017162423,0.0556046377630313,0.121218395340757,0.0830263368999191,0.228082984429597,FALSE,"ns"
"Clec4e",17.8976981200874,0.0119427904347813,0.105978706226213,0.00504151695757037,0.0440989795514761,FALSE,"ns"
"Clic1",12107.5913108639,-0.0109316521556211,0.066773363233579,0.829002797868197,0.910845032487368,FALSE,"ns"
"Clic3",102.61165425924,-0.0683079899192427,0.112875976527693,0.190029518186084,0.382333442144535,FALSE,"ns"
"Clic4",20799.6790010532,-0.0240445018059234,0.026880202208762,0.351111283343306,0.554203821740391,FALSE,"ns"
"Clic5",290.286938203838,0.418075557219155,0.154735136676286,0.000389173708094082,0.012385547719732,FALSE,"ns"
"Clint1",4598.35581530518,0.0826969035758647,0.0512154874740158,0.0703395259473334,0.205481544793116,FALSE,"ns"
"Clip1",3745.61290235192,0.0642400845165504,0.0939378885369121,0.34739038512503,0.551134533782088,FALSE,"ns"
"Clip2",1842.83728661914,-0.0386408392184206,0.071717495883767,0.468143930855545,0.659111266120252,FALSE,"ns"
"Clip3",1759.80872583809,0.00656733088513133,0.0746258373845362,0.909384496655993,0.95617102927331,FALSE,"ns"
"Clip4",697.419599897753,0.142151085116823,0.125733433365801,0.049200168405221,0.165159397882555,FALSE,"ns"
"Clk1",2760.18499740711,0.039913377197347,0.0920976108945004,0.43385506523271,0.629281815855231,FALSE,"ns"
"Clk2",224.678539436768,-0.131646155446267,0.105218732871082,0.0522420090045533,0.171249305516926,FALSE,"ns"
"Clk3",1978.11303675827,-0.0869827510751044,0.0603962582876129,0.0895599587638145,0.239459661360346,FALSE,"ns"
"Clk4",1198.0608532536,0.123711127979727,0.08221701946433,0.0424839524104728,0.15134047554296,FALSE,"ns"
"Clmn",300.885297169392,-0.0562223102216385,0.0916974098964056,0.310793037092799,0.517869907530916,FALSE,"ns"
"Clmp",1584.76572047469,0.359977103119967,0.509834609093843,0.00913449853236137,0.0618335285267539,FALSE,"ns"
"Cln3",205.184109062804,0.133148149168397,0.155494639737708,0.0557280694371881,0.178569512820237,FALSE,"ns"
"Cln5",3042.08205609602,0.503423014066594,0.15595423776746,8.67825449483088e-05,0.00675206388301943,FALSE,"ns"
"Cln6",869.634880266289,-0.0337044955092635,0.069179307615021,0.530748318305621,0.70925111594204,FALSE,"ns"
"Cln8",2039.2298128276,0.128422587106262,0.192625970019982,0.0421118672677831,0.150643395250373,FALSE,"ns"
"Clns1a",1859.98001148507,-0.12776663046726,0.0682287830376894,0.0216184936980835,0.101562769390638,FALSE,"ns"
"Clock",1460.35227055864,0.0165602222299087,0.0981433716191767,0.676697890138641,0.814313767483999,FALSE,"ns"
"Clp1",521.038521359148,-0.0441335189867377,0.0618387129728575,0.38229882773367,0.58498100469645,FALSE,"ns"
"Clpb",1534.5088454905,-0.0206341656487037,0.0463626376826411,0.617305583225515,0.773445848758047,FALSE,"ns"
"Clpp",1067.71374861615,-0.000487318087834464,0.0768015670925726,0.988515004283649,0.993896843506418,FALSE,"ns"
"Clptm1",5363.82854785002,0.122146198606361,0.0841710899977201,0.0477105208436611,0.162115947926793,FALSE,"ns"
"Clptm1l",6974.06464171407,0.0794805676057671,0.0798179935344457,0.172955277342439,0.360734019845405,FALSE,"ns"
"Clpx",1756.17177746983,0.00459973263032614,0.0637491770050522,0.929180709224711,0.9657227436318,FALSE,"ns"
"Clrn1",129.183738729559,-0.638502304166805,0.280381536984022,0.000798620762254475,0.017596621491213,FALSE,"ns"
"Clspn",585.986561592626,-0.0437243035300254,0.114241439892455,0.120157604920671,0.287239109520481,FALSE,"ns"
"Clstn1",7799.96875200981,0.0934415073058534,0.0707429450211613,0.0985868002028235,0.25461298488466,FALSE,"ns"
"Clstn3",82.7974474506591,-0.384712538099345,0.202757535902828,0.00269919303225267,0.0322298170964323,FALSE,"ns"
"Clta",5180.17422620692,-0.0215595023662843,0.0647287577465386,0.757062219853222,0.867139139776417,FALSE,"ns"
"Cltb",2279.89276385661,-0.0382691177046372,0.0608385903842433,0.433211870614805,0.628905452557719,FALSE,"ns"
"Cltc",17757.055534038,0.0666949814989241,0.0591145574648468,0.181730075710214,0.37151184379203,FALSE,"ns"
"Clu",361.144990711337,0.103149039108375,0.146033140345999,0.0787123787719344,0.220897072498785,FALSE,"ns"
"Cluap1",485.821109735509,-0.0954729555960981,0.0699155637767623,0.0827134887810079,0.227796526968405,FALSE,"ns"
"Cluh",4309.73133039706,-0.0572255203821982,0.0645895272986133,0.267031102066651,0.472384216176192,FALSE,"ns"
"Clvs1",22.9575791997942,-0.00830270623033059,0.0996809805056276,0.801494073267285,0.89396397529565,FALSE,"ns"
"Clybl",907.487960756927,0.145228283695619,0.107476577975006,0.038065488770763,0.142722535855808,FALSE,"ns"
"Cmah",478.903690371516,0.116147494638893,0.156682930654992,0.0644009284744815,0.195227316187224,FALSE,"ns"
"Cmas",1834.76402013731,-0.0258639538894533,0.0409484296978109,0.490779254410037,0.678662649124307,FALSE,"ns"
"Cmbl",219.652697804115,-0.00305518406823307,0.077765446582907,0.946605901522773,0.974475667799843,FALSE,"ns"
"Cmc1",365.688166667572,0.0234007006971386,0.0645523070608503,0.652959322995878,0.799033681198577,FALSE,"ns"
"Cmc2",417.386677551136,-0.396473206098375,0.0871296708044563,3.79803632888983e-07,0.00166389268791951,FALSE,"ns"
"Cmc4",41.7905531986276,0.0410241290265256,0.103016483095606,0.354867749379233,0.558153975066492,FALSE,"ns"
"Cmip",1505.96243776821,0.058326216066024,0.0429748591557846,0.134611393416938,0.308270807272425,FALSE,"ns"
"Cmklr1",957.887682657175,-0.0447940797864498,0.115328425051046,0.109183056049119,0.270983954366089,FALSE,"ns"
"Cml1",41.8656125401425,0.0499091497688409,0.112116936552175,0.210558195344739,0.406843362416772,FALSE,"ns"
"Cmpk1",3766.50408143262,0.000479959817751125,0.0655348216153906,0.970661653021637,0.984629088226807,FALSE,"ns"
"Cmpk2",7.60874155339253,0.0106127148274982,0.103761480295788,0.597743470605438,NA,FALSE,NA
"Cmss1",187.92031929852,-0.0615274938294819,0.107063517071471,0.23436290026884,0.434464350109575,FALSE,"ns"
"Cmtm3",2138.45744368466,0.119797215436859,0.154085310193987,0.0609961258026348,0.188405465612284,FALSE,"ns"
"Cmtm4",2606.59386733293,0.103805507205516,0.0824744678466866,0.0814181447145359,0.225317584106584,FALSE,"ns"
"Cmtm6",1947.58342199726,-0.0264488278825676,0.0393620992977779,0.468704826238045,0.65953035125003,FALSE,"ns"
"Cmtm7",742.684370695861,-0.175534038807496,0.0875956003504881,0.00885955453518665,0.0609477854487762,FALSE,"ns"
"Cmtr1",184.803479636953,-0.0356030656708848,0.105338044755327,0.336498329783503,0.541835453778864,FALSE,"ns"
"Cmtr2",444.000171729349,0.116630726462187,0.0675127707345802,0.0326146558261554,0.129645236488308,FALSE,"ns"
"Cmya5",6.1600828605378,-0.0113083741355766,0.10448603913504,0.506940160558136,NA,FALSE,NA
"Cnbd2",62.7801530339621,0.0606669051776921,0.121937195801966,0.114912801590209,0.279491124921318,FALSE,"ns"
"Cnbp",14625.4621455526,-0.134657367980728,0.0600384631629301,0.00814350507666046,0.0582211769711952,FALSE,"ns"
"Cndp2",1378.70142092666,0.120906658447377,0.193656251143123,0.0353807266274203,0.136471104736848,FALSE,"ns"
"Cnep1r1",2826.20301517389,0.00620142198006933,0.0750144776867886,0.909098866222309,0.95617102927331,FALSE,"ns"
"Cngb1",36.6957826984009,0.0335446248912295,0.101275980302035,0.424678451787064,0.622792065745664,FALSE,"ns"
"Cnih1",4893.58835929119,0.00156400258354984,0.0586501516327276,0.938833869753136,0.9706662750515,FALSE,"ns"
"Cnih2",60.4131827885656,-0.356731390444062,0.509331017726785,0.00889284415214111,0.0610317042221439,FALSE,"ns"
"Cnih3",6.64011035410489,-0.0385461810367557,0.113352505012543,0.0726914540944109,NA,FALSE,NA
"Cnih4",2390.58066536117,-0.0347168805931319,0.0617383981378537,0.483819061141659,0.67287182113804,FALSE,"ns"
"Cnksr1",41.1063120008195,-0.0160006168758849,0.0981313922121235,0.673429064375965,0.812021280258253,FALSE,"ns"
"Cnksr2",7.69371753177422,-0.0400614503768022,0.11424850755506,0.0625816725289043,NA,FALSE,NA
"Cnksr3",1992.39921597904,0.0429553304838622,0.0671419916584775,0.415921978616215,0.61446663913283,FALSE,"ns"
"Cnn1",258.85570225458,-0.0772324429144141,0.15001947837246,0.00242212977195409,0.0310146148143184,FALSE,"ns"
"Cnn2",12522.298285624,-0.405551976470076,0.144481321881243,0.000352439574197386,0.0117587473202955,FALSE,"ns"
"Cnn3",37139.2448013231,-0.31388756801447,0.161686654566846,0.00327005022775596,0.0355529839024346,FALSE,"ns"
"Cnnm2",663.67167038732,0.442841383723025,0.246147403422723,0.0029458967580116,0.0336366876515041,FALSE,"ns"
"Cnnm3",1221.39706584676,0.15351791922485,0.0977085778641526,0.0253430832286457,0.112225095337387,FALSE,"ns"
"Cnnm4",765.880836412837,0.0724214119903795,0.0839759045665797,0.215072051875766,0.413614658872843,FALSE,"ns"
"Cnot1",9871.08222270861,-0.00991790260937561,0.0673329634395166,0.852838827307941,0.925084604869435,FALSE,"ns"
"Cnot10",1930.78901382537,-0.09919338647152,0.057356706521347,0.0419521798996086,0.150304308147061,FALSE,"ns"
"Cnot11",1979.91739331532,-0.078623389551074,0.0419130561199487,0.0332456837989571,0.131053503480242,FALSE,"ns"
"Cnot2",3124.76985962408,0.0924415080779426,0.0697577652179394,0.0903346693318395,0.240794507883529,FALSE,"ns"
"Cnot3",1536.74061928577,-0.166429829700305,0.0755235866201298,0.00577419134368394,0.0477371985487918,FALSE,"ns"
"Cnot4",1019.46584656618,0.0646809801888941,0.098642922300461,0.255212434143525,0.459032295814802,FALSE,"ns"
