"feature","baseMean","log2FoldChange","lfcSE","pvalue","padj","significant","direction"
"2210016F16Rik",120.085193097563,-0.0460827876513064,0.0864372222128988,0.397157903810204,0.597536940305152,FALSE,"ns"
"2210016L21Rik",921.032960070007,0.00638922698952005,0.0689664411409813,0.897635557029693,0.950314822494067,FALSE,"ns"
"2210018M11Rik",611.95664572753,0.0272705351262713,0.0935295275045179,0.547091050702603,0.721687402979591,FALSE,"ns"
"2210404O09Rik",46.7472881356547,0.486502027994432,0.22968623447356,0.00152601872252793,0.0242241616099107,FALSE,"ns"
"2210408F21Rik",66.9810647476445,0.323634369098112,0.256926231857998,0.00854167700996403,0.0596370974199406,FALSE,"ns"
"2210408I21Rik",145.914808821616,-0.0041025091042888,0.0851853851789914,0.948507308603667,0.975590510700602,FALSE,"ns"
"2210409D07Rik",6.59674140413827,-0.0149257756333785,0.104683116423775,0.440459140134734,NA,FALSE,NA
"2210416O15Rik",16.7097762242596,-0.0257333066744636,0.105280143306429,0.346064145282342,0.550370878670809,FALSE,"ns"
"2300009A05Rik",103.50280148697,0.0448488732189879,0.102811956455241,0.338528381280949,0.543738028982008,FALSE,"ns"
"2310001H17Rik",51.2196632985581,0.0173945566918585,0.0915018768629056,0.718135219801337,0.841708143562629,FALSE,"ns"
"2310002F09Rik",9.96404421200984,0.0458409586626303,0.117724119651215,0.0422354633494686,NA,FALSE,NA
"2310002L09Rik",33.801927562686,-1.54183571966618e-06,0.102764734053911,0.997215474455026,0.998510064990782,FALSE,"ns"
"2310009A05Rik",178.933076297869,0.0810485715817175,0.102402614713309,0.173000943242786,0.360734019845405,FALSE,"ns"
"2310009B15Rik",341.813977234097,-0.0659092132809918,0.0743279467624051,0.231662451528073,0.430981564193544,FALSE,"ns"
"2310010G23Rik",34.0089085771862,-0.0466090280856969,0.11010832579951,0.237081086463846,0.437832000804782,FALSE,"ns"
"2310010J17Rik",23.4216761956728,0.0156678410969514,0.0982081790798756,0.672589173255485,0.811505334326358,FALSE,"ns"
"2310011J03Rik",1333.71749805449,-0.0115562250273104,0.0702207551249755,0.814538223203939,0.902274662722822,FALSE,"ns"
"2310015A10Rik",284.019440881243,-0.0163168514586781,0.0804126929983887,0.75053558159854,0.863276905903147,FALSE,"ns"
"2310020H05Rik",11.9259887896372,-0.00416396045826202,0.100557277261493,0.879432536659752,0.939786419513818,FALSE,"ns"
"2310022A10Rik",1077.50999008765,-0.146868049452263,0.0801272760683043,0.0171911554371809,0.089341725836934,FALSE,"ns"
"2310022B05Rik",7678.39401825645,-0.0504673403903692,0.0638948230196767,0.324426570490879,0.531280747406616,FALSE,"ns"
"2310030G06Rik",140.370594828383,0.000774467134558827,0.0780052974614942,0.989328214654381,0.994409471103736,FALSE,"ns"
"2310033P09Rik",284.568895420595,-0.324030530442799,0.105699803528168,0.000174564200671186,0.0086700219666689,FALSE,"ns"
"2310034G01Rik",7.10285731399967,0.0173547640453227,0.104499693620216,0.461132711969324,NA,FALSE,NA
"2310035C23Rik",1425.75354238248,0.0777543019719213,0.0866740177831812,0.197704746042183,0.391527658979778,FALSE,"ns"
"2310036O22Rik",5336.66663185751,-0.0413966329067088,0.0692415125072584,0.42966339515274,0.627086647066199,FALSE,"ns"
"2310039H08Rik",120.714284040247,0.0648904745602563,0.109903346074357,0.212906331995401,0.410352465842085,FALSE,"ns"
"2310039L15Rik",9.15780744918724,-0.0228103332165775,0.105577974967214,0.356377995121516,NA,FALSE,NA
"2310043L19Rik",57.164233919344,-0.10571027663237,0.180765768357115,0.0227696887893828,0.104538758095368,FALSE,"ns"
"2310045N01Rik",766.977528967292,0.0251643593003755,0.0856018646185025,0.628532611096074,0.781538131502297,FALSE,"ns"
"2310047M10Rik",518.265832242009,-0.0266610650204275,0.0816312259092836,0.612622630590764,0.770795238472269,FALSE,"ns"
"2310057M21Rik",467.348065270205,-0.0478051702475764,0.0695908179049731,0.370832568264338,0.573259503965337,FALSE,"ns"
"2310061I04Rik",495.559815215382,-0.103192114293389,0.0746362366315113,0.0679303230226223,0.201516379066204,FALSE,"ns"
"2310065F04Rik",17.8025912582295,-0.0565952746462597,0.123633417678865,0.0551401429145416,0.17737918397828,FALSE,"ns"
"2310067B10Rik",1263.41690432766,0.0483644627573422,0.0537893743959026,0.298566033873623,0.505265595786132,FALSE,"ns"
"2410002F23Rik",1308.68527062583,-0.133294144561481,0.0744039546236791,0.0229575986501204,0.105214971513589,FALSE,"ns"
"2410004B18Rik",552.276558941358,-0.111191902632529,0.0620772127763283,0.0320498641121899,0.128250074207097,FALSE,"ns"
"2410006H16Rik",1999.768211743,0.0597125114579439,0.112885903010759,0.203184212159516,0.397753268115195,FALSE,"ns"
"2410012E07Rik",16.848357670807,0.0606125364712798,0.1237079863057,0.091084858314131,0.24168167101659,FALSE,"ns"
"2410015M20Rik",1474.68250813088,-0.0819196819236579,0.0770329852735255,0.148822249935946,0.328014345463123,FALSE,"ns"
"2410016O06Rik",511.928243148677,-0.0780328216503659,0.0627800965698962,0.126927292444402,0.296450063863732,FALSE,"ns"
"2410089E03Rik",1756.75053842401,0.161283798572132,0.138579925045545,0.035387565291739,0.136471104736848,FALSE,"ns"
"2410127L17Rik",486.502624304085,-0.0025128978031261,0.0789247249141463,0.96445544273458,0.982535153004077,FALSE,"ns"
"2410131K14Rik",456.221478167742,0.0439437367136501,0.0729773052057777,0.41163758156773,0.610426596869042,FALSE,"ns"
"2500002B13Rik",102.670878196544,0.189040612385989,0.186205566582294,0.0266492650360318,0.11547429791541,FALSE,"ns"
"2500004C02Rik",38.1973908038942,-0.142135685812852,0.182856419532818,0.0483993634754739,0.163475645000107,FALSE,"ns"
"2510002D24Rik",159.055945371388,-0.112684550080123,0.100847581428618,0.0819445278375123,0.226296682604351,FALSE,"ns"
"2510009E07Rik",1527.49731964414,0.0123312494534749,0.0865608548065094,0.793108351046699,0.88905161143236,FALSE,"ns"
"2510039O18Rik",2854.47877333583,0.0860143455877108,0.0613898371833377,0.0864761848264289,0.233940501635257,FALSE,"ns"
"2610001J05Rik",1523.87484091975,-0.0458631943851965,0.073570943189109,0.390282099160187,0.59137777105719,FALSE,"ns"
"2610002M06Rik",697.647619154916,0.0404595149862638,0.0872902784669571,0.447170019744931,0.640797081846506,FALSE,"ns"
"2610005L07Rik",259.581396204456,-0.00824424955220216,0.100459275392446,0.794429519810831,0.889510574711122,FALSE,"ns"
"2610008E11Rik",675.32749927717,-0.027314051040864,0.097981306493568,0.532019885563983,0.710106460409542,FALSE,"ns"
"2610015P09Rik",213.168519180478,0.204352496924013,0.21344583225739,0.0223171624869878,0.103229759144886,FALSE,"ns"
"2610020C07Rik",12.1196467618724,0.0146018558042251,0.103355975540306,0.550078215233218,0.723941138024486,FALSE,"ns"
"2610020H08Rik",116.760996561631,-0.0410725997721757,0.0948018554858515,0.418028806428495,0.616489961331766,FALSE,"ns"
"2610035D17Rik",22.526601044445,-0.0410016859400041,0.110810679210637,0.204121819074554,0.399171557301349,FALSE,"ns"
"2610044O15Rik8",209.460320223312,0.0545968549942299,0.0699406969951394,0.304241433688862,0.510913637106604,FALSE,"ns"
"2610203C22Rik",7.77360554002167,-0.0191424655817128,0.105616724579263,0.321378309695774,NA,FALSE,NA
"2610206C17Rik",8.9706680831563,-2.64448494374399e-05,0.102175087284338,0.9942433882825,NA,FALSE,NA
"2610301B20Rik",1221.71110649502,0.00178372697820663,0.0483236185177443,0.96719134584632,0.983324291260408,FALSE,"ns"
"2610306M01Rik",77.8857409035315,-0.0141538871319367,0.0891830072650396,0.763017423563101,0.871005400672967,FALSE,"ns"
"2610307P16Rik",96.710964632953,0.0198315439694972,0.0949148502247641,0.643368267625021,0.792589257651422,FALSE,"ns"
"2610316D01Rik",23.0101539327916,0.0460135946433562,0.114646762719261,0.135655103442655,0.309348597259604,FALSE,"ns"
"2610318N02Rik",36.3958748595986,-0.0639634043931266,0.115973735277685,0.177474378606374,0.366860153542738,FALSE,"ns"
"2610507B11Rik",8105.67824541354,0.020903844577145,0.0433740413006515,0.594914118598696,0.757552095082655,FALSE,"ns"
"2610507I01Rik",12.9665045192161,-0.0018749754623166,0.104193878284016,0.878611702063946,0.93959355986155,FALSE,"ns"
"2610524H06Rik",173.333314600015,0.0382937025864884,0.0944213266893054,0.447036406498058,0.640797081846506,FALSE,"ns"
"2610528A11Rik",159.156352228993,-0.0139210861595761,0.10510279603127,0.391627553197347,0.592342885860378,FALSE,"ns"
"2700029M09Rik",1074.69039897386,-0.126685864675881,0.14243733811481,0.0632554875676827,0.193064700416074,FALSE,"ns"
"2700038G22Rik",41.6205371064692,-0.0711908773715901,0.136651829064205,0.0341143302533242,0.133285786138733,FALSE,"ns"
"2700046G09Rik",15.493834935418,-0.0013819895147357,0.0996007541839606,0.980987255728217,0.98959108302111,FALSE,"ns"
"2700049A03Rik",475.883801667118,-0.0242576011350938,0.0969248175176908,0.61343026693212,0.771296803911397,FALSE,"ns"
"2700054A10Rik",32.099418978197,-0.0026769332704899,0.0957298315062592,0.943341410986287,0.972575659933522,FALSE,"ns"
"2700060E02Rik",5553.15174989259,-0.0465881566971647,0.0559173878647552,0.318236348580959,0.525332368449394,FALSE,"ns"
"2700062C07Rik",450.950298638671,0.0241217576519192,0.0758647767095944,0.636142079775694,0.787556129024638,FALSE,"ns"
"2700069I18Rik",12.3735239491506,-0.0636700860947775,0.128661387615795,0.0520494991813295,0.171039552488517,FALSE,"ns"
"2700070H01Rik",19.0648681344943,0.0205391790481834,0.102137529777574,0.524794055046084,0.704958472468421,FALSE,"ns"
"2700081O15Rik",1699.36076106598,-0.109106966943881,0.0458911815203935,0.00833758088401837,0.0588070793713012,FALSE,"ns"
"2700094K13Rik",462.520333497843,-0.521965219588088,0.145810700153337,2.01420278093152e-05,0.00440170447726234,FALSE,"ns"
"2700097O09Rik",187.815577911496,0.0558181663704867,0.0854474307759067,0.319255446581591,0.526220613426204,FALSE,"ns"
