"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"mmu05150","Staphylococcus aureus infection",24,0.573697961615742,1.7018525011398,0.00398356884519815,0.0217104502063299,0.0153751779990104,1186,"tags=38%, list=9%, signal=34%","16414/12628/14962/317677/12796/12266/50908/667277/50909"
"mmu01210","2-Oxocarboxylic acid metabolism",26,-0.600670878664494,-1.73728937135604,0.00490947318921469,0.0258935118205355,0.0183375908595455,1234,"tags=38%, list=9%, signal=35%","18293/11428/15929/269951/12974/11429/67834/78920/12040/109652"
"mmu04630","JAK-STAT signaling pathway",107,0.378458397239353,1.50619401502917,0.00488327716379301,0.0258935118205355,0.0183375908595455,2631,"tags=36%, list=20%, signal=29%","12444/18414/18595/16193/16165/13649/16451/19255/20847/16194/20663/16195/16452/16453/12983/18590/18712/16164/57914/16391/328572/12702/16190/15976/56324/17869/54721/20848/17344/53603/18708/16161/15975/16155/15979/14600/17210/12984/16847"
"mmu03272","Virion - Hepatitis viruses",26,0.581306262335634,1.74781673783953,0.00568154882345895,0.0294899438931917,0.020884557078713,1208,"tags=27%, list=9%, signal=24%","16784/67064/22134/13649/16783/18571/20479"
"mmu05163","Human cytomegalovirus infection",189,0.322147928676561,1.37918521445068,0.00580203274791128,0.0296447610713592,0.0209941974431,2317,"tags=30%, list=18%, signal=25%","12010/19877/11515/18595/16439/14827/22339/16151/14701/20302/20315/19219/16193/13649/16451/16194/20296/20663/213233/12317/19766/56480/15007/18795/17246/19878/11911/26395/19225/18751/64930/231991/16177/12768/14083/16440/15040/69632/12675/56637/13685/16416/16150/20304/14706/17869/20848/14674/15015/20303/14710/15006/18708/16155/19057/78284/213498"
"mmu04136","Autophagy - other",30,0.544916919727352,1.67804503355585,0.00635742841552685,0.0319827552596505,0.0226499473913507,4183,"tags=60%, list=32%, signal=41%","329015/67526/51897/242557/29869/18518/76559/56486/66795/56208/213948/56717/74781/245860/57436/75669/11793/225326"
"mmu00982","Drug metabolism - cytochrome P450",39,0.499957780841364,1.65558492325647,0.00669876185984711,0.0326939571368658,0.0231536152264943,3390,"tags=54%, list=26%, signal=40%","11529/14857/56615/14263/211666/14858/11522/17161/14859/68214/394435/14860/14862/55990/394432/94284/14870/14869/11670/109731/14261"
"mmu05152","Tuberculosis",126,0.362688724178374,1.47041781217907,0.00664606108274012,0.0326939571368658,0.0231536152264943,2482,"tags=30%, list=19%, signal=25%","16784/21898/16175/16414/216238/12611/16193/18126/24088/16451/56619/13033/12608/12796/12266/16452/12795/22034/16783/266632/271457/328572/114143/12475/54411/20698/69632/117149/108960/242341/19349/13115/16155/19057/26420/240354/15979/15526"
"mmu03018","RNA degradation",65,-0.456682574869244,-1.58659906044171,0.00783866133481509,0.0372794760567975,0.0264010453323529,2910,"tags=35%, list=22%, signal=28%","69305/76522/234699/240023/18642/109075/353190/72662/50911/78893/66094/227715/69639/66362/13808/66373/232791/50912/67678/50783/78651/27756/72544"
"mmu04080","Neuroactive ligand-receptor interaction",118,0.348903104584128,1.40363673204257,0.00786631146152607,0.0372794760567975,0.0264010453323529,2525,"tags=32%, list=19%, signal=26%","228139/381853/54598/223780/16644/19219/11541/18438/71897/54393/11535/18439/13617/12266/385643/18166/103964/11444/15551/14658/30878/12424/53328/64095/19220/14799/19222/18440/94226/54140/15558/12918/12062/54615/70155/53978/12061/14600"
"mmu00970","Aminoacyl-tRNA biosynthesis",25,-0.579001067360876,-1.65751690687129,0.00833741561578909,0.0387473123226759,0.0274405559664854,3461,"tags=52%, list=26%, signal=38%","70791/69955/71807/212679/226539/76563/70120/214580/224805/229487/66590/71984/102436"
"mmu00980","Metabolism of xenobiotics by cytochrome P450",42,0.492902405484496,1.64704685424926,0.00841302499972474,0.0387473123226759,0.0274405559664854,2999,"tags=48%, list=23%, signal=37%","13107/15483/11529/14857/56615/211666/14858/11522/14859/68214/13849/394435/14860/14862/394432/71755/94284/14870/14869/11670"
"mmu04120","Ubiquitin mediated proteolysis",133,-0.375288224311804,-1.43683006142893,0.00857109390007368,0.0389270514628346,0.02756784587743,2224,"tags=25%, list=17%, signal=21%","52206/66156/28000/216150/17222/19823/69807/56317/245350/22193/22192/13194/93765/68612/268470/77891/69010/66440/22195/107995/22201/69957/27401/56371/229615/56459/59008/50995/66515/75430/231672/52563/18854"
"mmu04071","Sphingolipid signaling pathway",110,0.352904882433988,1.40752550609624,0.00889426274960555,0.0398414235496029,0.0282153973311207,2163,"tags=25%, list=17%, signal=21%","19877/14360/74442/11886/18754/16644/13033/385643/81535/14389/225849/18795/19878/20397/26395/18751/76893/20698/18607/94226/14674/20773/18762/241447/18127/12062/18708"
"mmu04740","Olfactory transduction",27,-0.578184967246262,-1.68600291730502,0.00923807586562246,0.0405679794343165,0.0287299387592134,1964,"tags=33%, list=15%, signal=28%","14688/12323/12314/238384/52589/207728/12315/109689/18747"
"mmu04940","Type I diabetes mellitus",25,0.553909462578489,1.66040112652241,0.00930458243906342,0.0405679794343165,0.0287299387592134,2859,"tags=40%, list=22%, signal=31%","16175/12487/12876/15007/15040/15015/15006/16992/16160/15893"
"mmu04218","Cellular senescence",147,-0.373332765417222,-1.44881583328164,0.0103637859022151,0.04459155250032,0.03157940302614,2196,"tags=28%, list=17%, signal=23%","23871/104394/17127/23882/15461/12448/22335/12314/22334/18709/21808/12428/12334/11651/215999/17865/18018/268697/75660/14235/17873/21813/11652/12442/12447/21809/12530/12315/26397/12443/16009/12534/12445/11740/12333/22059/11739/21803/19646/12566/19045"
