"feature","DHMR001","DHMR002","DHMR003","DHMR004","DHMR005","DHMR006","DHMR007","DHMR008"
"Wapal",9.97154355395077,11.7623820387104,10.9225844027137,11.2270141936491,11.0887882387169,10.6465587101545,12.0848083878044,11.3134499409631
"Wars",10.6339034093485,11.6479080742818,11.6715410667119,11.5497846679479,11.8668925276766,10.4938554492408,11.4136279290242,11.585432051593
"Wars2",7.59991284218713,8.62205181945638,8.24317398347295,8.57742882803575,8.58496250072116,7.62935662007961,8.66177809777199,8.51963625284321
"Was",3,4.24792751344359,4.75488750216347,4.64385618977472,4.58496250072116,4,4.16992500144231,4.64385618977472
"Wasf1",8.56605403817109,9.23840473932508,9.43462822763673,9.4241662888181,9.05528243550119,8.34429590791582,9.26912667914942,9.36632221424582
"Wasf2",12.0028150156071,12.8847429035797,12.8811139606751,12.911017407797,12.6917435191713,11.7874944996968,12.8790088139927,12.8069523282107
"Wash1",9.73809225962049,10.9031286768123,10.9722618487333,10.7448338374995,11.0168082876866,9.65642486327778,10.6995724532873,10.8201789624152
"Wasl",10.0498485494506,11.2384047393251,11.0402897210257,11.2615073092021,11.1000052244227,10.4304525516655,11.5338163894334,11.3208005488816
"Wbp1",9.44708322620965,10.3955341354623,10.5401280385821,10.3772105303886,10.2807707701306,9.4898479604393,10.2288186904959,10.4470832262097
"Wbp11",11.1830150008828,11.9964734887332,12.1068900450922,12.0927571409199,12.0337671148464,11.0821490413539,11.9736973663054,12.0677704574478
"Wbp1l",11.4645457503339,12.5926906153534,12.3728650601126,12.399010832952,12.5593770905267,11.3761253892762,12.2801907922169,12.3581017074408
"Wbp2",11.2094533656289,12.3412408205387,12.3608470841797,12.1279943209764,12.5323559252888,11.2282174422934,12.0310119074377,12.2378074737231
"Wbp4",9.42836017270429,10.8879821330585,10.5536292939164,10.7960396088298,10.7253662578956,10.1774195379892,11.2461467746359,10.9053870050181
"Wbp5",11.6160893135821,12.4452735556406,12.4403501192006,12.5929241556276,12.5139742737407,11.6447575925163,12.5545888516776,12.6238814900135
"Wbscr16",8.63662462054365,9.41574176829009,9.95128471496697,9.71424551766612,9.77807712953536,8.65105169117893,9.55842071326866,9.876516946565
"Wbscr22",9.34429590791582,10.0660891904578,10.3772105303886,10.283088353024,10.1996723448364,9.19229281447077,10.0701209444768,10.3641346550081
"Wbscr27",7.467605550083,8.84549005094438,8.81378119121704,8.69348695749933,9.06339508128851,7.54689445988764,8.63299519714296,8.93957921431469
"Wdfy1",10.4093909361377,11.4802853209364,11.4998458870832,11.4731983836775,11.5849625007212,10.5896511465148,11.642051692928,11.4898479604393
"Wdfy2",7.14974711950468,8.43879185257826,8.16490692667569,8.21431912080077,8.05528243550119,6.71424551766612,8.27612440527424,8.12412131182919
"Wdfy3",10.7747870596012,11.856814552503,11.4843194236443,11.7719020806977,11.7603041252864,10.6679985356725,11.8989792046225,11.5859014496908
"Wdhd1",9.07414146275251,9.58871463558226,9.45327063401062,9.92035285541508,9.47775826644389,8.98299357469431,9.89178370321831,9.61654884377899
"Wdpcp",7.97727992349992,9.0389189892923,8.98584193700334,9.02790599656988,8.91886323727459,7.8073549220576,8.88874324889826,8.96866679319521
"Wdr1",13.1689854409787,13.9382931441517,14.2393747688701,14.1767185767441,13.9782635690861,13.029459787825,13.945169464123,14.1969862613181
"Wdr11",9.79441586635011,10.8113746935099,10.8265484872909,10.7854524681585,10.8634119589416,9.63117705570398,10.8057438721516,10.72366094441
"Wdr12",9.65105169117893,10.4604558963096,10.9336906549522,10.7507069862249,10.7632123668144,9.72109918870719,10.7347096202258,10.9359016822676
"Wdr13",10.3309168781146,11.3712321283696,11.243173983473,11.257977058564,11.3303567169579,10.410451351504,11.2825093062408,11.211888294546
"Wdr18",9.65284497300198,10.604553229079,10.8864586957037,10.677719641641,10.6147098441152,9.54303182025524,10.5274770060604,10.7439928610602
"Wdr19",8.91886323727459,9.95419631038687,9.89935692292311,9.98299357469431,9.90689059560852,8.86418614465428,9.79603960882977,9.92777796208234
"Wdr20",9.17990909001493,10.0402897210257,10.1267044728432,10.2021238238305,10.0993478104032,9.24555270625568,10.2992080183873,10.1433832139898
"Wdr24",9.07681559705083,10.2131042196419,10.1305705628054,10.0265234425198,10.2491134527137,9.05799172275918,10.0320457269308,10.0647427647503
"Wdr25",7.4093909361377,8.49185309632967,8.33539035469392,8.17492568250068,8.52356195605701,7.33091687811462,8.1548181090521,8.02236781302845
"Wdr26",12.089781488354,13.3738167507927,13.1009907840928,13.2645892081268,13.1039434298916,12.447858104954,13.6916344842892,13.3226323638986
"Wdr27",2,3.58496250072116,4.90689059560852,4.08746284125034,4,2.58496250072116,3.32192809488736,4.64385618977472
"Wdr3",10.2131042196419,11.0299773465896,11.1786648510065,11.1560830762887,11.2737955992143,10.2215871212648,11.2179576978641,11.1452953349336
"Wdr31",5.95419631038687,6.4594316186373,6.6724253419715,6.70043971814109,6.55458885167764,5.58496250072116,6.71424551766612,6.5077946401987
"Wdr33",10.8517490414161,11.7931968590609,11.9143851321554,11.8521393281872,11.7854524681585,10.800090987625,11.8431359111114,11.91288933623
"Wdr34",8.65105169117893,9.68123841177781,9.55842071326866,9.56605403817109,9.56414948998573,8.62570884306447,9.34207466799914,9.5274770060604
