"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"0610005C13Rik","Group_safe",0.965991407175324,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02055648137289,0.02935602866331
"0610007P14Rik","Group_safe",0.940018617415706,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.994938152302734,-0.00732124776310646
"0610009B22Rik","Group_safe",0.248096367034686,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.935222691112043,-0.0966181607858906
"0610009L18Rik","Group_safe",0.197763517611265,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.790278801127505,-0.339566385843748
"0610009O20Rik","Group_safe",0.406594196674363,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04389156648778,0.0619718607440707
"0610010F05Rik","Group_safe",0.203593471132669,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.831428658078193,-0.266335618569611
"0610010K14Rik","Group_safe",0.201141233380818,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09990241132577,0.137375526529938
"0610011F06Rik","Group_safe",0.709678538127307,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02627178216902,0.0374128428983068
"0610012G03Rik","Group_safe",0.720925026956419,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0312005301814,0.0443249105595603
"0610030E20Rik","Group_safe",0.124934214965461,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.885321822125132,-0.175726112248989
"0610037L13Rik","Group_safe",0.796238504596194,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.98319062078405,-0.0244569418017668
"0610038B21Rik","Group_safe",0.65103109630583,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.1902155343212,0.251222852642355
"0610039K10Rik","Group_safe",0.896261245776534,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.11308897043493,0.154568913502209
"0610040B10Rik","Group_safe",0.64449778587566,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12073890527722,0.164450217540943
"0610040F04Rik","Group_safe",0.499753760364161,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",2.55369139906507,1.35258419303653
"0610040J01Rik","Group_safe",0.845264773613294,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.28522793164958,0.362024240119327
"0610043K17Rik","Group_safe",0.784165845373325,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.786187805092782,-0.347054109233492
"1010001N08Rik","Group_safe",0.65456616528486,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.43809206822101,0.524156041642256
"1110001J03Rik","Group_safe",0.503211505881593,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09078696489159,0.125369364993039
"1110002L01Rik","Group_safe",0.989959441955616,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.998225381070099,-0.00256250834064086
"1110004E09Rik","Group_safe",0.548533803533468,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.947148184130193,-0.0783379376358499
"1110004F10Rik","Group_safe",0.988334171355677,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00096372781244,0.00138969579903676
"1110006O24Rik","Group_safe",0.322675883000259,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.719307547423365,-0.475319353047071
"1110007C09Rik","Group_safe",0.798821126459488,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.973373856996872,-0.0389340678438446
"1110008F13Rik","Group_safe",0.714856995339041,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.970965806192831,-0.0425076047059777
"1110008L16Rik","Group_safe",0.634211472410954,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02645978700262,0.0376771089581565
"1110008P14Rik","Group_safe",0.930113441867313,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.994231204769088,-0.00834671071855994
"1110012L19Rik","Group_safe",0.924980070080403,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.990140346307497,-0.0142950620474126
"1110017D15Rik","Group_safe",0.256961660248113,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.548346632753049,-0.866839925683087
"1110019D14Rik","Group_safe",0.508526993341347,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09968837252949,0.137094753657837
"1110020A21Rik","Group_safe",0.765066721168998,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.909333600039308,-0.137118433219045
"1110032A03Rik","Group_safe",0.597566571391213,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04441689662004,0.0626977029326308
"1110034G24Rik","Group_safe",0.937864639699054,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0079321805793,0.0113985693600985
"1110037F02Rik","Group_safe",0.502346515161895,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.954526981396268,-0.0671421163504151
"1110038B12Rik","Group_safe",0.394211532182716,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.911541983754689,-0.133618989517295
"1110038F14Rik","Group_safe",0.869789966167209,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01067901971476,0.01532488626969
"1110046J04Rik","Group_safe",0.424197041454699,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09414211921337,0.129800143402585
"1110051M20Rik","Group_safe",0.19374632296898,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.06174257126734,0.0864340145640377
"1110059E24Rik","Group_safe",0.777322048391212,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01652696526382,0.0236484858529809
"1110059G10Rik","Group_safe",0.0263319816829963,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.839885232867839,-0.251735892334581
"1110065P20Rik","Group_safe",0.986753104108472,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.998135160613601,-0.00269290623475607
"1190002F15Rik","Group_safe",0.363673550142349,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12302882699205,0.167394960707978
"1190002N15Rik","Group_safe",0.484999638791477,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.914880568794764,-0.128344672860617
"1190005I06Rik","Group_safe",0.873038899081624,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.08943866340149,0.123584973418028
"1190007I07Rik","Group_safe",0.778091321122797,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.964694987401275,-0.0518552247565361
"1200014J11Rik","Group_safe",0.625653646397477,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.975740723380634,-0.0354302532327437
"1300002E11Rik","Group_safe",0.0628796886112671,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.861387487062531,-0.215265728451719
"1300017J02Rik","Group_safe",0.566676342577237,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.679694406473393,-0.557041844643348
"1500004A13Rik","Group_safe",0.0395398197568965,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.768535922361606,-0.379815399965794
"1500009C09Rik","Group_safe",0.789278653136632,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.60612828266335,0.683587126585677
"1500009L16Rik","Group_safe",0.522087735705769,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.16626215054198,0.221892111675405
"1500011B03Rik","Group_safe",0.54483599704283,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.916575973456741,-0.125673626575444
"1500011K16Rik","Group_safe",0.601810924024054,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.953198552479413,-0.0691513342240105
"1500012F01Rik","Group_safe",0.40335000894044,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.932263094529798,-0.101190938709816
"1500012K07Rik","Group_safe",0.6438124901142,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.626864462839199,-0.673774549670856
"1500015A07Rik","Group_safe",0.21067436360739,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.68695223624537,-0.541718302870897
"1500015O10Rik","Group_safe",0.253195752144927,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.25766778692341,0.330750884495615
"1500017E21Rik","Group_safe",0.700582519892277,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.938434234684641,-0.0916724501176444
"1500026H17Rik","Group_safe",0.633386552805414,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.673445923730388,-0.570365989880046
"1600002H07Rik","Group_safe",0.754657166621332,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02256944431675,0.0321988222079866
"1600002K03Rik","Group_safe",0.750304148707212,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.959557830974139,-0.0595583369863718
"1600012H06Rik","Group_safe",0.0171160074948133,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.897372990777775,-0.156220332599602
"1600014C10Rik","Group_safe",0.807275775012941,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02179064350572,0.0310996302124523
"1600014C23Rik","Group_safe",0.574161426800812,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.568644220935816,-0.814401799522777
"1600020E01Rik","Group_safe",0.191944418578443,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.877701476299044,-0.188197760930644
"1600023N17Rik","Group_safe",0.938124457204688,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.05230133370655,0.0735478894152033
"1600025M17Rik","Group_safe",0.789083805336313,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.60614165555674,0.683599138656481
"1600027J07Rik","Group_safe",0.826074510415266,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09344542166099,0.128881211365321
"1700001C19Rik","Group_safe",0.597452291528,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.71015870207989,0.774130212877064
"1700001G11Rik","Group_safe",0.888291237554823,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.919855682187426,-0.120520562983594
"1700001G17Rik","Group_safe",0.963316085269408,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.980206574294798,-0.0288422718790361
"1700001K19Rik","Group_safe",0.411477503959316,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.751127002855034,-0.412871231225014
"1700001K23Rik","Group_safe",0.897357244201246,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.13166312165588,0.178444554416752
"1700001L05Rik","Group_safe",0.191518389848102,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.787223549177126,-0.345154716470252
"1700001L19Rik","Group_safe",0.289081517111962,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.6392987120172,0.713078765407313
"1700001O22Rik","Group_safe",0.501540786237421,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.26221762968289,0.335960679096456
"1700001P01Rik","Group_safe",0.4848806502436,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.551731444926738,-0.857961888302379
"1700003E16Rik","Group_safe",0.495310296172602,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.09802958024225,0.134916920184624
"1700003F12Rik","Group_safe",0.857238546800861,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.960913455518808,-0.0575215940821837
"1700003G18Rik","Group_safe",0.490876891577749,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.510356152399911,-0.970423710597635
"1700003M02Rik","Group_safe",0.369160941316446,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.653577040204157,-0.613570791583401
"1700006H21Rik","Group_safe",0.647484243862956,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.612180884237525,-0.707970098448292
"1700007F19Rik","Group_safe",0.996608307957209,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.993855252260511,-0.00889234576806312
"1700007G11Rik","Group_safe",0.194378281765385,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",2.24298315369108,1.16541878485682
"1700007J10Rik","Group_safe",0.314015785201043,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.761559041653476,-0.39297220551723
"1700007K09Rik","Group_safe",0.847202088868687,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.23368581111737,0.302975022965983
"1700007K13Rik","Group_safe",0.741175009358503,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.900521452770873,-0.151167449585909
"1700007L15Rik","Group_safe",0.794691219989468,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04244519633684,0.0599715399756159
"1700008J07Rik","Group_safe",0.61426327216284,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.883196792934694,-0.179193161477817
"1700008O03Rik","Group_safe",0.704867840386483,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.80129706333666,0.849036124865195
"1700009N14Rik","Group_safe",0.639193886583923,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.795757604630039,-0.329599055895005
"1700011E24Rik","Group_safe",0.845264773613294,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.28522793164958,0.362024240119327
"1700011I03Rik","Group_safe",0.297309837745832,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.73496754515525,0.794908675551942
"1700011L22Rik","Group_safe",0.742353863904051,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.69088339709284,-0.533485852625306
"1700012B07Rik","Group_safe",0.439142111414326,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.497248103478728,-1.00796222630607
"1700012B09Rik","Group_safe",0.395914604475738,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.848777421863513,-0.23654181492919
"1700012D01Rik","Group_safe",0.667288559355929,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.883118777796066,-0.179320604224234
"1700012D14Rik","Group_safe",0.935786998702841,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04360598508258,0.061577123150904
"1700012H19Rik","Group_safe",0.991725263390548,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.991703219926411,-0.0120196549210824
"1700013F07Rik","Group_safe",0.856416451537415,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12523440514359,0.170225570252982
"1700013G24Rik","Group_safe",0.657125538292844,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.16617063207246,0.221778896629571
"1700013H16Rik","Group_safe",0.486996981913588,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.514248818090211,-0.959461521912266
"1700015E13Rik","Group_safe",0.789354795920666,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.60586358968912,0.683349348124631
"1700015F17Rik","Group_safe",0.56386659935232,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.96520068656438,0.974676648222966
"1700016C15Rik","Group_safe",0.784048130266277,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.615382529580595,-0.700444608065443
"1700016D06Rik","Group_safe",0.36194821847044,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.38691855593963,-1.36989817530722
"1700016L04Rik","Group_safe",0.61701875304972,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.438037023074193,-1.19087528271336
"1700017B05Rik","Group_safe",0.597399823823488,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03804917036809,0.0538747829694807
"1700018A04Rik","Group_safe",0.579852359202599,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.827999614424707,-0.272297998983646
"1700018B08Rik","Group_safe",0.16166230229073,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",7.49755914668196,2.90642099825949
"1700018C11Rik","Group_safe",0.78571726651651,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.617405011363594,-0.695710901794928
"1700018L02Rik","Group_safe",0.954056440808619,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.966929731957575,-0.0485170439027121
"1700019A02Rik","Group_safe",0.769685756770371,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.614999928774097,-0.701341851520466
"1700019G17Rik","Group_safe",0.984966331151911,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0056337057858,0.00810491043499846
"1700019G24Rik","Group_safe",0.975329009442098,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.05211610032686,0.0732939138734205
"1700019L03Rik","Group_safe",0.169647597359718,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.799232504698924,-0.323312836313668
"1700019N19Rik","Group_safe",0.563063157016071,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",2.26644630320629,1.18043198120375
"1700020A23Rik","Group_safe",0.296154595456339,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.344764419336747,-1.53631720298686
"1700020D05Rik","Group_safe",0.206058766342701,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.407213680707684,-1.29614206402978
"1700020I14Rik","Group_safe",0.393632118455086,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.91214098272512,-0.132671266814283
"1700020L24Rik","Group_safe",0.360787820482502,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.12836611842999,0.174235251728337
"1700020N01Rik","Group_safe",0.418191688097445,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",2.75128789164991,1.46010710952854
"1700021F05Rik","Group_safe",0.936585694501233,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00600796509644,0.00864172776734199
"1700021K19Rik","Group_safe",0.190321501424521,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0524516997191,0.0737540250496933
"1700022H01Rik","Group_safe",0.50918173970936,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.621705940927222,-0.685695729772195
"1700022I11Rik","Group_safe",0.037190947636039,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.095991706822262,-3.38094641980777
"1700023F06Rik","Group_safe",0.388031551835059,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.455233222830448,-1.13532224580237
"1700024P16Rik","Group_safe",0.0933980804774379,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.691114388370403,-0.533003579821056
"1700025F24Rik","Group_safe",0.928509647795604,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.08346271666489,0.115649509307799
"1700025G04Rik","Group_safe",0.425727394931403,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.08541610012035,0.118248213637727
"1700026D08Rik","Group_safe",0.488312725500075,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.760888373693799,-0.394243276547131
"1700026J14Rik","Group_safe",0.762767037627259,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.745651012587392,-0.42342753171742
"1700026L06Rik","Group_safe",0.900759577664015,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.06141424026796,0.0859878096433488
"1700028E10Rik","Group_safe",0.575906893277958,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.731428213453044,-0.451211817915827
"1700028I16Rik","Group_safe",0.587643165220699,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.25033311909309,0.322312515077453
"1700028J19Rik","Group_safe",0.421630647555421,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.21274491928803,0.278276135473098
"1700028K03Rik","Group_safe",0.466564070128556,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.765622903738481,-0.385294105952042
"1700029I15Rik","Group_safe",0.771390722786706,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.921517005982504,-0.117917304809736
"1700029J03Rik","Group_safe",0.623690402717823,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.14318062265957,0.193053367531429
"1700029J07Rik","Group_safe",0.814339700019816,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.942937953197517,-0.0847652524697923
"1700030F04Rik","Group_safe",0.957411552413991,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04205996712715,0.0594383023645999
"1700030F18Rik","Group_safe",0.565672413183457,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.689545864377463,-0.536281580698048
"1700030J22Rik","Group_safe",0.846199176038677,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02335005299653,0.0332997260581335
"1700030K09Rik","Group_safe",0.497391711913689,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.04979909436575,0.0701132580865539
"1700031A10Rik","Group_safe",0.750489239115093,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.11852916212954,0.161602870622532
"1700034E13Rik","Group_safe",0.17812184414468,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.46413906159538,-1.10737097613702
"1700034H15Rik","Group_safe",0.409417589036238,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.451156667693399,-1.14829958722591
"1700034P13Rik","Group_safe",0.7542040294467,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.17680946662225,0.234880757240762
"1700037C18Rik","Group_safe",0.935001309019778,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.989905908978808,-0.0146366920191134
"1700037H04Rik","Group_safe",0.864868260664354,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01241843481251,0.0178056823858547
"1700042O10Rik","Group_safe",0.395779081942901,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.671790502588497,-0.573916695214521
"1700047E10Rik","Group_safe",0.749173755597708,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.581869906673153,-0.781231460614718
"1700048M11Rik","Group_safe",0.949547698614848,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.981875683303825,-0.0263877204844013
"1700048O20Rik","Group_safe",0.236286122153081,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.329979081572488,-1.59955352456228
"1700049G17Rik","Group_safe",0.200970334644631,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.873412443941655,-0.195265008828706
"1700052K11Rik","Group_safe",0.817235920494145,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.01918250334245,0.0274124156760981
"1700056E22Rik","Group_safe",0.713008988426898,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.912612626107524,-0.131925481103026
"1700057G04Rik","Group_safe",0.624849061220204,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",2.24517912854478,1.16683055300821
"1700061G19Rik","Group_safe",0.630340463233063,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.858242853469908,-0.220542155878672
"1700061I17Rik","Group_safe",0.427157468414746,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.485868363189009,-1.04136259895463
"1700063D05Rik","Group_safe",0.36463673956528,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",3.31586257370466,1.72938421541531
"1700065J18Rik","Group_safe",0.579508038014151,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.859206534150551,-0.218923130019865
"1700066B19Rik","Group_safe",0.547386736463221,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.61363137698119,0.69031104246897
"1700066M21Rik","Group_safe",0.331446475817003,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.899390243860936,-0.152980860435454
"1700067K01Rik","Group_safe",0.160107574403591,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.642994834665509,-0.637120946809079
"1700071M16Rik","Group_safe",0.312756921415847,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.431384918879647,-1.2129523538036
"1700073E17Rik","Group_safe",0.651484220396858,0.999975312633209,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.76695277821657,0.821263484403898
"1700084C01Rik","Group_safe",0.995172114961178,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.990570515644117,-0.0136684151295179
"1700084E18Rik","Group_safe",0.31440362700353,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.528625776461927,-0.919681320556533
"1700086L19Rik","Group_safe",0.44255450763043,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.537961024401167,-0.894426442440124
"1700086O06Rik","Group_safe",0.118859870122101,0.999975312633209,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.639375736425959,-0.645264098348117
