"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Thrap3","Group_safe",0.997460039985967,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064370367298,0.00092836933148886
"Thsd1","Group_safe",0.744162760409039,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.22045578364945,0.287420028125869
"Thsd4","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Thsd7a","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Thsd7b","Group_safe",0.74787837599536,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.15894836289122,0.212816288294052
"Thtpa","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Thumpd1","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Thumpd2","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Thumpd3","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Thyn1","Group_safe",0.997957584685088,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064342399342,0.000927966098669819
"Tia1","Group_safe",0.913937610800358,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.976231854149252,-0.0347042676862026
"Tial1","Group_safe",0.913937610800358,0.999896708633522,"DMSO.LIPUS","DESeq2","DMSO vs DMSO.LIPUS",0.976231854149252,-0.0347042676862026
"Tiam1","Group_safe",0.997737067750213,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064368313712,0.00092833972355939
"Tiam2","Group_safe",0.909353071172195,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02566583090166,0.0365607673690334
"Ticam1","Group_safe",0.903633287003096,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.0292472038675,0.0415895293276633
"Ticrr","Group_safe",0.997957584685088,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064342399342,0.000927966098669819
"Tifa","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tigar","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Tigd2","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Tigd3","Group_safe",0.998555739692034,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064907784721,0.000936117617566679
"Tigd5","Group_safe",0.997991186392775,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064359688104,0.000928215362378023
"Tigit","Group_safe",0.998386819030032,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064815279641,0.000934783916431004
"Timeless","Group_safe",0.902423959414108,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.03006936271658,0.042741488746296
"Timm10","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Timm10b","Group_safe",0.997859390924282,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.00064364744627,0.000928288265670546
"Timm13","Group_safe",0.911386759822168,0.999896708633522,"DMSO","DESeq2","DMSO vs DMSO.LIPUS",1.02446719082647,0.0348737819188145
